City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,acapulco de juarez,16.8634,-99.8901,296.29,73,1,3.32,MX,1712454735
329,kudahuvadhoo,2.6708,72.8944,301.71,77,100,3.94,MV,1712454636
330,sisimiut,66.9395,-53.6735,268.56,90,100,3.57,GL,1712454580
331,eregli,37.5133,34.0467,281.5,55,9,1.8,TR,1712454790
332,kenai,60.5544,-151.2583,278.2,50,0,4.63,US,1712454790
333,mostaganem,35.9311,0.0892,299.76,20,100,11.98,DZ,1712454791
334,axim,4.8699,-2.2405,300.51,87,10,2.08,GH,1712454659
335,abou el hassan,36.4166,1.1962,301.84,24,100,5.76,DZ,1712454791
336,maricopa,33.0581,-112.0476,291.66,26,0,2.57,US,1712454791
337,tromso,69.6496,18.957,270.16,63,17,6.69,NO,1712454381
338,karratha,-20.7377,116.8463,304.64,17,100,6.76,AU,1712454528
339,jinjiang,24.8198,118.5741,291.49,94,100,2.36,CN,1712454792
340,erenhot,43.6475,111.9767,285.41,28,33,3.43,CN,1712454792
341,mana,5.6592,-53.7767,299.42,81,80,4.05,GF,1712454792
342,marka,1.7159,44.7717,301.76,73,100,2.91,SO,1712454792
343,gus'-khrustal'nyy,55.6111,40.6519,273.55,92,56,2.44,RU,1712454793
344,rongelap,11.1635,166.8941,300.4,78,69,9.31,MH,1712454690
345,paracuru,-3.41,-39.0306,300.99,90,100,0.7,BR,1712454793
346,labuan,5.2767,115.2417,302.35,84,20,1.54,MY,1712454793
347,ascension,30.2169,-90.9001,294.3,83,0,2.57,US,1712454794
348,altai,46.3722,96.2583,275.36,38,11,2.43,MN,1712454625
349,kapa'a,22.0752,-159.319,302.14,76,75,10.8,US,1712454639
350,antofagasta,-23.65,-70.4,292.75,85,84,2.25,CL,1712454742
351,khodzha-maston,38.7446,68.627,278.83,68,14,3.91,TJ,1712454794
352,amos,48.5669,-78.1162,272.1,97,22,2.69,CA,1712454606
353,sabang,5.8933,95.3214,301.93,75,84,1.94,ID,1712454795
354,howrah,22.5892,88.3103,302.15,84,75,0.0,IN,1712454795
355,conception bay south,47.4999,-52.9981,274.77,95,100,5.14,CA,1712454632
356,bratsk,56.1325,101.6142,274.42,93,100,2.17,RU,1712454658
357,ketchikan,55.3422,-131.6461,279.41,75,75,3.6,US,1712454657
358,arno,60.1167,18.6333,274.7,97,100,6.26,SE,1712454796
359,timbiqui,2.7717,-77.6654,299.11,89,96,0.96,CO,1712454796
360,wanning,18.8003,110.3967,302.27,68,0,5.73,CN,1712454796
361,weno,7.4515,151.8468,303.12,79,100,4.12,FM,1712454796
362,filingue,14.3521,3.3168,302.33,15,100,1.97,NE,1712454797
